date,strong_team,weak_team,win,tournament,strong_team/other-data/decision-trees-split/football/strong_team.csv,strong_score,strong_overall,strong_avg_age,dif_overall,dif_attack,dif_deffense,dif_bu_speed,dif_bu_passing,dif_cc_crossing,dif_cc_passing,dif_cc_shooting,dif_aggression,dif_preassure,dif_avg_age,weak_team/other-data/decision-trees-split/football/weak_team.csv,weak_score,weak_overall,weak_avg_age,weak_bu_speed,weak_bu_passing,weak_bu_positioning,weak_attack,weak_deffense,weak_aggression,weak_preassure,weak_cc_crossing,weak_cc_passing,weak_cc_shooting,weak_cc_positioning,strong_bu_speed,strong_bu_passing,strong_bu_positioning,strong_attack,strong_deffense,strong_aggression,strong_preassure,strong_cc_crossing,strong_cc_passing,strong_cc_shooting,strong_cc_positioning
2010-06-26,Uruguay,Korea Republic,1,FIFA World Cup,Uruguay,2,78,25.73,8,9,9,0,-10,5,-5,0,-15,-35,0.16,Korea Republic,1,70,25.57,70,60,Organised,67,65,60,65,65,65,70,Organised,70,50,Free Form,78,75,59,42,39,33,68,Organised
2010-06-26,Uruguay,Korea Republic,1,FIFA World Cup,Uruguay,2,78,25.73,8,9,9,0,-10,5,-5,0,-15,-35,0.16,Korea Republic,1,70,25.57,70,60,Organised,67,65,60,65,65,65,70,Organised,49,32,Organised,76,74,45,30,70,60,70,Free Form
2010-06-26,Uruguay,Korea Republic,1,FIFA World Cup,Uruguay,2,78,25.73,8,9,9,0,-10,5,-5,0,-15,-35,0.16,Korea Republic,1,70,25.57,70,60,Organised,67,65,60,65,65,65,70,Organised,49,32,Organised,78,75,59,42,39,33,68,Organised
2010-06-27,Argentina,Mexico,1,FIFA World Cup,Argentina,3,83,26.33,6,10,4,5,-15,5,5,5,-30,-35,0.129999999999999,Mexico,1,77,26.2,65,45,Organised,73,74,60,65,55,65,65,Organised,70,30,Free Form,83,78,30,30,60,70,70,Free Form
2010-06-27,England,Germany,0,FIFA World Cup,England,1,83,26.93,1,0,3,0,8,33,-4,0,24,7,2.13,Germany,4,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-06-29,Spain,Portugal,1,FIFA World Cup,Spain,1,85,25.17,3,6,3,-5,0,-25,0,-5,5,25,-1.93,Portugal,0,82,27.1,70,30,Free Form,77,79,40,35,70,70,70,Free Form,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-07-02,Brazil,Netherlands,0,FIFA World Cup,Brazil,1,84,26.1,4,2,6,20,-5,-10,0,4,-25,35,-0.299999999999997,Netherlands,2,80,26.4,50,35,Organised,81,76,60,35,70,70,66,Organised,70,30,Free Form,83,82,35,70,60,70,70,Free Form
2010-07-03,Argentina,Germany,0,FIFA World Cup,Argentina,0,83,26.33,1,2,-1,0,-32,23,11,0,-16,-28,1.53,Germany,4,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,70,30,Free Form,83,78,30,30,60,70,70,Free Form
2010-07-03,Spain,Paraguay,1,FIFA World Cup,Spain,1,85,25.17,10,8,9,0,-10,5,5,-5,0,25,-2.33,Paraguay,0,75,27.5,65,40,Organised,75,73,45,35,40,65,70,Organised,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-07-06,Netherlands,Uruguay,1,FIFA World Cup,Netherlands,3,80,26.4,2,5,2,-20,-15,0,10,-4,15,5,0.6699999999999979,Uruguay,2,78,25.73,70,50,Free Form,76,74,45,30,70,60,70,Free Form,50,35,Organised,81,76,60,35,70,70,66,Organised
2010-07-07,Spain,Germany,1,FIFA World Cup,Spain,1,85,25.17,3,2,3,-5,-32,8,11,-5,-1,2,0.370000000000001,Germany,0,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-07-07,Spain,Germany,1,FIFA World Cup,Spain,1,85,25.17,3,2,3,-5,-32,8,11,-5,-1,2,0.370000000000001,Germany,0,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,65,30,Free Form,74,69,45,35,50,65,50,Organised
2010-07-07,Spain,Germany,1,FIFA World Cup,Spain,1,85,25.17,3,2,3,-5,-32,8,11,-5,-1,2,0.370000000000001,Germany,0,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,50,64,Organised,83,82,45,60,45,70,65,Free Form
2010-07-07,Spain,Germany,1,FIFA World Cup,Spain,1,85,25.17,3,2,3,-5,-32,8,11,-5,-1,2,0.370000000000001,Germany,0,82,24.8,70,62,Organised,81,79,46,58,37,59,70,Organised,50,64,Organised,74,69,45,35,50,65,50,Organised
2010-07-10,Germany,Uruguay,1,FIFA World Cup,Germany,3,82,24.8,4,5,5,0,12,-33,-1,0,1,28,-0.93,Uruguay,2,78,25.73,70,50,Free Form,76,74,45,30,70,60,70,Free Form,70,62,Organised,81,79,46,58,37,59,70,Organised
2010-07-11,Spain,Netherlands,1,FIFA World Cup,Spain,1,85,25.17,5,2,6,15,-5,-25,0,-1,-15,25,-1.23,Netherlands,0,80,26.4,50,35,Organised,81,76,60,35,70,70,66,Organised,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-08-10,Brazil,USA,1,Friendly,Brazil,2,84,26.1,10,11,12,0,-20,15,40,30,-15,0,0.700000000000003,USA,0,74,25.4,70,50,Free Form,72,70,50,70,45,30,40,Free Form,70,30,Free Form,83,82,35,70,60,70,70,Free Form
2010-08-11,Switzerland,Austria,1,Friendly,Switzerland,1,76,25.7,3,3,3,-20,-5,0,2,5,-10,-10,1.73,Austria,0,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,50,65,Organised,74,73,60,45,65,67,70,Organised
2010-08-11,Germany,Denmark,0,Friendly,Germany,2,82,24.8,7,9,5,20,12,-13,9,20,-4,8,-2.2,Denmark,2,75,27.0,50,50,Organised,72,74,50,50,50,50,50,Organised,70,62,Organised,81,79,46,58,37,59,70,Organised
2010-08-11,England,Hungary,1,Friendly,England,2,83,26.93,11,12,16,0,0,10,5,0,0,10,-0.4499999999999989,Hungary,1,72,27.38,70,70,Organised,69,66,70,55,60,50,70,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-08-11,Belgium,Finland,0,Friendly,Belgium,0,76,24.33,4,6,4,-5,15,0,15,0,0,0,-3.37,Finland,1,72,27.7,70,55,Organised,67,70,70,45,55,50,60,Organised,65,70,Organised,73,74,70,45,55,65,60,Organised
2010-08-11,Argentina,Ireland,1,Friendly,Argentina,1,83,26.33,8,11,5,0,-40,-10,0,0,-40,-40,-0.5,Ireland,0,75,26.83,70,70,Organised,72,73,70,70,70,70,70,Organised,70,30,Free Form,83,78,30,30,60,70,70,Free Form
2010-08-11,Spain,Mexico,0,Friendly,Spain,1,85,25.17,8,10,8,0,-15,-10,5,0,-15,-5,-1.03,Mexico,1,77,26.2,65,45,Organised,73,74,60,65,55,65,65,Organised,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-08-11,France,Norway,0,Friendly,France,1,83,26.17,8,7,10,0,-30,-20,20,-40,-10,-15,-1.16,Norway,2,75,27.33,70,70,Organised,75,72,70,70,70,50,70,Organised,70,40,Organised,82,82,60,55,50,70,30,Organised
2010-08-11,Cameroon,Poland,1,Friendly,Cameroon,3,76,26.0,4,4,7,0,5,-20,10,5,-10,10,-0.969999999999999,Poland,0,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,70,70,Organised,73,74,60,70,45,70,70,Organised
2010-08-11,Cameroon,Poland,1,Friendly,Cameroon,3,76,26.0,4,4,7,0,5,-20,10,5,-10,10,-0.969999999999999,Poland,0,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,70,70,Organised,76,76,47,50,49,48,52,Organised
2010-08-11,Cameroon,Poland,1,Friendly,Cameroon,3,76,26.0,4,4,7,0,5,-20,10,5,-10,10,-0.969999999999999,Poland,0,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,51,55,Organised,73,74,60,70,45,70,70,Organised
2010-08-11,Cameroon,Poland,1,Friendly,Cameroon,3,76,26.0,4,4,7,0,5,-20,10,5,-10,10,-0.969999999999999,Poland,0,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,51,55,Organised,76,76,47,50,49,48,52,Organised
2010-08-11,Russia,Bulgaria,1,Friendly,Russia,1,80,26.17,7,9,8,0,-30,0,0,5,-10,5,-1.46,Bulgaria,0,73,27.63,70,65,Organised,70,68,70,60,65,70,65,Organised,70,35,Free Form,79,76,60,65,65,70,70,Free Form
2010-08-11,Australia,Slovenia,0,Friendly,Australia,0,75,27.5,5,1,1,0,0,-5,15,0,0,0,1.83,Slovenia,2,70,25.67,70,70,Organised,70,67,70,50,65,55,70,Organised,70,70,Organised,71,68,70,50,60,70,70,Organised
2010-08-11,Sweden,Scotland,1,Friendly,Sweden,3,77,25.67,2,5,2,-10,-10,0,20,0,0,-5,-0.93,Scotland,0,75,26.6,70,70,Organised,73,72,70,65,70,50,70,Organised,60,60,Organised,78,74,70,60,70,70,70,Organised
2010-08-11,Turkey,Romania,1,Friendly,Turkey,2,78,25.47,3,6,0,0,0,0,5,0,20,25,-1.76,Romania,0,75,27.23,70,65,Organised,71,74,50,30,70,65,70,Organised,70,65,Organised,77,74,70,55,70,70,70,Organised
2010-08-11,Netherlands,Ukraine,0,Friendly,Netherlands,1,80,26.4,4,8,6,-5,-35,0,5,-4,-10,-20,0.3999999999999989,Ukraine,1,76,26.0,55,70,Organised,73,70,70,55,70,65,70,Organised,50,35,Organised,81,76,60,35,70,70,66,Organised
2010-09-03,Germany,Belgium,1,UEFA Euro qualification,Germany,1,82,24.8,6,8,5,5,-8,-18,-6,10,-24,13,0.470000000000002,Belgium,0,76,24.33,65,70,Organised,73,74,70,45,55,65,60,Organised,70,62,Organised,81,79,46,58,37,59,70,Organised
2010-09-03,England,Bulgaria,1,UEFA Euro qualification,England,4,83,26.93,10,11,14,0,5,5,-15,5,0,5,-0.699999999999999,Bulgaria,0,73,27.63,70,65,Organised,70,68,70,60,65,70,65,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-09-03,Northern Ireland,Slovenia,1,UEFA Euro qualification,Northern Ireland,1,71,25.43,1,-4,3,0,0,0,15,0,0,20,-0.2400000000000019,Slovenia,0,70,25.67,70,70,Organised,70,67,70,50,65,55,70,Organised,70,70,Organised,66,70,70,70,65,70,70,Organised
2010-09-03,Sweden,Hungary,1,UEFA Euro qualification,Sweden,2,77,25.67,5,9,8,-10,-10,10,20,0,0,5,-1.71,Hungary,0,72,27.38,70,70,Organised,69,66,70,55,60,50,70,Organised,60,60,Organised,78,74,70,60,70,70,70,Organised
2010-09-03,Switzerland,Australia,0,Friendly,Switzerland,0,76,25.7,1,3,5,-20,-5,5,-3,0,-10,-5,-1.8,Australia,0,75,27.5,70,70,Organised,71,68,70,50,60,70,70,Organised,50,65,Organised,74,73,60,45,65,67,70,Organised
2010-09-04,Mexico,Ecuador,0,Friendly,Mexico,1,77,26.2,5,6,9,-5,0,10,0,-5,-5,0,-1.63,Ecuador,2,72,27.83,70,45,Organised,67,65,65,65,45,65,70,Organised,65,45,Organised,73,74,60,65,55,65,65,Organised
2010-09-04,Ukraine,Poland,0,Friendly,Ukraine,1,76,26.0,4,4,3,-15,5,5,5,5,0,-5,-0.969999999999999,Poland,1,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,55,70,Organised,73,70,70,55,70,65,70,Organised
2010-09-07,Spain,Argentina,0,Friendly,Spain,1,85,25.17,2,0,4,-5,0,-15,0,-5,15,30,-1.16,Argentina,4,83,26.33,70,30,Free Form,83,78,30,30,60,70,70,Free Form,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-09-07,Paraguay,China,0,Friendly,Paraguay,1,75,27.5,9,12,9,-5,-30,0,20,0,-25,-35,0.57,China,1,66,26.93,70,70,Organised,63,64,70,70,40,45,70,Organised,65,40,Organised,75,73,45,35,40,65,70,Organised
2010-09-07,Croatia,Greece,0,UEFA Euro qualification,Croatia,0,78,26.37,2,1,-1,25,-10,-40,40,25,25,15,-0.259999999999998,Greece,0,76,26.63,45,60,Organised,76,74,30,30,70,30,30,Organised,70,50,Organised,77,73,55,45,30,70,55,Free Form
2010-09-07,Netherlands,Finland,1,UEFA Euro qualification,Netherlands,2,80,26.4,8,14,6,-20,-20,15,20,6,-10,-10,-1.3,Finland,1,72,27.7,70,55,Organised,67,70,70,45,55,50,60,Organised,50,35,Organised,81,76,60,35,70,70,66,Organised
2010-09-07,Portugal,Norway,0,UEFA Euro qualification,Portugal,0,82,27.1,7,2,7,0,-40,0,20,0,-30,-35,-0.2299999999999969,Norway,1,75,27.33,70,70,Organised,75,72,70,70,70,50,70,Organised,70,30,Free Form,77,79,40,35,70,70,70,Free Form
2010-09-07,Australia,Poland,1,Friendly,Australia,2,75,27.5,3,2,1,0,5,-5,10,5,0,-10,0.530000000000001,Poland,1,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,70,70,Organised,71,68,70,50,60,70,70,Organised
2010-09-07,England,Switzerland,1,UEFA Euro qualification,England,3,83,26.93,7,7,9,20,5,5,-12,0,10,20,1.23,Switzerland,1,76,25.7,50,65,Organised,74,73,60,45,65,67,70,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-09-07,England,Switzerland,1,UEFA Euro qualification,England,3,83,26.93,7,7,9,20,5,5,-12,0,10,20,1.23,Switzerland,1,76,25.7,50,65,Organised,76,75,50,31,69,56,47,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-09-07,England,Switzerland,1,UEFA Euro qualification,England,3,83,26.93,7,7,9,20,5,5,-12,0,10,20,1.23,Switzerland,1,76,25.7,54,31,Organised,74,73,60,45,65,67,70,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-09-07,England,Switzerland,1,UEFA Euro qualification,England,3,83,26.93,7,7,9,20,5,5,-12,0,10,20,1.23,Switzerland,1,76,25.7,54,31,Organised,76,75,50,31,69,56,47,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-09-07,Turkey,Belgium,1,UEFA Euro qualification,Turkey,3,78,25.47,2,4,0,5,-5,15,5,10,0,10,1.14,Belgium,2,76,24.33,65,70,Organised,73,74,70,45,55,65,60,Organised,70,65,Organised,77,74,70,55,70,70,70,Organised
2010-10-08,Czech Republic,Scotland,1,UEFA Euro qualification,Czech Republic,1,78,27.73,3,0,2,-20,0,-5,-5,0,0,5,1.13,Scotland,0,75,26.6,70,70,Organised,73,72,70,65,70,50,70,Organised,50,70,Organised,73,74,70,70,65,45,70,Organised
2010-10-08,Germany,Turkey,1,UEFA Euro qualification,Germany,3,82,24.8,4,4,5,0,-3,-33,-11,0,-24,3,-0.6699999999999979,Turkey,0,78,25.47,70,65,Organised,77,74,70,55,70,70,70,Organised,70,62,Organised,81,79,46,58,37,59,70,Organised
2010-10-08,Germany,Turkey,1,UEFA Euro qualification,Germany,3,82,24.8,4,4,5,0,-3,-33,-11,0,-24,3,-0.6699999999999979,Turkey,0,78,25.47,70,65,Organised,77,74,70,55,70,70,70,Organised,70,62,Organised,83,82,37,61,42,57,54,Organised
2010-10-08,Germany,Turkey,1,UEFA Euro qualification,Germany,3,82,24.8,4,4,5,0,-3,-33,-11,0,-24,3,-0.6699999999999979,Turkey,0,78,25.47,70,65,Organised,77,74,70,55,70,70,70,Organised,62,48,Organised,81,79,46,58,37,59,70,Organised
2010-10-08,Germany,Turkey,1,UEFA Euro qualification,Germany,3,82,24.8,4,4,5,0,-3,-33,-11,0,-24,3,-0.6699999999999979,Turkey,0,78,25.47,70,65,Organised,77,74,70,55,70,70,70,Organised,62,48,Organised,83,82,37,61,42,57,54,Organised
2010-10-08,Russia,Ireland,1,UEFA Euro qualification,Russia,3,80,26.17,5,7,3,0,-35,-5,0,0,-10,-5,-0.6599999999999971,Ireland,2,75,26.83,70,70,Organised,72,73,70,70,70,70,70,Organised,70,35,Free Form,79,76,60,65,65,70,70,Free Form
2010-10-08,Italy,Northern Ireland,0,UEFA Euro qualification,Italy,0,83,27.17,12,17,10,-3,-40,-5,-15,-30,-40,-40,1.74,Northern Ireland,0,71,25.43,70,70,Organised,66,70,70,70,65,70,70,Organised,67,30,Organised,83,80,30,30,60,55,40,Organised
2010-10-08,Portugal,Denmark,1,UEFA Euro qualification,Portugal,3,82,27.1,7,5,5,20,-20,20,20,20,-10,-15,0.1000000000000009,Denmark,1,75,27.0,50,50,Organised,72,74,50,50,50,50,50,Organised,70,30,Free Form,77,79,40,35,70,70,70,Free Form
2010-10-09,Australia,Paraguay,1,Friendly,Australia,1,75,27.5,0,-4,-5,5,30,20,5,0,25,15,0.0,Paraguay,0,75,27.5,65,40,Organised,75,73,45,35,40,65,70,Organised,70,70,Organised,71,68,70,50,60,70,70,Organised
2010-10-09,Australia,Paraguay,1,Friendly,Australia,1,75,27.5,0,-4,-5,5,30,20,5,0,25,15,0.0,Paraguay,0,75,27.5,65,40,Organised,75,73,45,35,40,65,70,Organised,70,70,Organised,87,80,55,60,36,34,68,Free Form
2010-10-09,Australia,Paraguay,1,Friendly,Australia,1,75,27.5,0,-4,-5,5,30,20,5,0,25,15,0.0,Paraguay,0,75,27.5,65,40,Organised,75,73,45,35,40,65,70,Organised,32,39,Organised,71,68,70,50,60,70,70,Organised
2010-10-09,Australia,Paraguay,1,Friendly,Australia,1,75,27.5,0,-4,-5,5,30,20,5,0,25,15,0.0,Paraguay,0,75,27.5,65,40,Organised,75,73,45,35,40,65,70,Organised,32,39,Organised,87,80,55,60,36,34,68,Free Form
2010-10-09,France,Romania,1,UEFA Euro qualification,France,2,83,26.17,8,11,8,0,-25,-20,5,-40,10,25,-1.06,Romania,0,75,27.23,70,65,Organised,71,74,50,30,70,65,70,Organised,70,40,Organised,82,82,60,55,50,70,30,Organised
2010-10-09,USA,Poland,0,Friendly,USA,2,74,25.4,2,3,3,0,-15,-20,-30,-25,-20,10,-1.57,Poland,2,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,70,50,Free Form,72,70,50,70,45,30,40,Free Form
2010-10-11,Brazil,Ukraine,1,Friendly,Brazil,2,84,26.1,8,10,12,15,-40,-10,5,0,-35,15,0.1000000000000009,Ukraine,0,76,26.0,55,70,Organised,73,70,70,55,70,65,70,Organised,70,30,Free Form,83,82,35,70,60,70,70,Free Form
2010-10-12,Belgium,Austria,0,UEFA Euro qualification,Belgium,4,76,24.33,3,2,4,-5,0,-10,0,-5,0,-10,0.3599999999999989,Austria,4,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,65,70,Organised,73,74,70,45,55,65,60,Organised
2010-10-12,Uruguay,China,1,Friendly,Uruguay,4,78,25.73,12,13,10,0,-20,30,15,0,-25,-40,-1.2,China,0,66,26.93,70,70,Organised,63,64,70,70,40,45,70,Organised,70,50,Free Form,76,74,45,30,70,60,70,Free Form
2010-10-12,Croatia,Norway,1,Friendly,Croatia,2,78,26.37,3,2,1,0,-20,-40,20,-15,-15,-25,-0.959999999999997,Norway,1,75,27.33,70,70,Organised,75,72,70,70,70,50,70,Organised,70,50,Organised,77,73,55,45,30,70,55,Free Form
2010-10-12,Ecuador,Poland,0,Friendly,Ecuador,2,72,27.83,0,-2,-2,0,-20,-20,5,5,-5,5,0.859999999999999,Poland,2,72,26.97,70,65,Organised,69,67,70,60,65,60,65,Organised,70,45,Organised,67,65,65,65,45,65,70,Organised
2010-10-12,Finland,Hungary,0,UEFA Euro qualification,Finland,1,72,27.7,0,-2,4,0,-15,-5,0,-10,0,-10,0.32,Hungary,2,72,27.38,70,70,Organised,69,66,70,55,60,50,70,Organised,70,55,Organised,67,70,70,45,55,50,60,Organised
2010-10-12,Netherlands,Sweden,1,UEFA Euro qualification,Netherlands,4,80,26.4,3,3,2,-10,-25,0,0,-4,-10,-25,0.729999999999997,Sweden,1,77,25.67,60,60,Organised,78,74,70,60,70,70,70,Organised,50,35,Organised,81,76,60,35,70,70,66,Organised
2010-10-12,Netherlands,Sweden,1,UEFA Euro qualification,Netherlands,4,80,26.4,3,3,2,-10,-25,0,0,-4,-10,-25,0.729999999999997,Sweden,1,77,25.67,60,60,Organised,78,74,70,60,70,70,70,Organised,50,35,Organised,84,83,50,37,37,41,56,Free Form
2010-10-12,Netherlands,Sweden,1,UEFA Euro qualification,Netherlands,4,80,26.4,3,3,2,-10,-25,0,0,-4,-10,-25,0.729999999999997,Sweden,1,77,25.67,60,60,Organised,78,74,70,60,70,70,70,Organised,37,40,Organised,81,76,60,35,70,70,66,Organised
2010-10-12,Netherlands,Sweden,1,UEFA Euro qualification,Netherlands,4,80,26.4,3,3,2,-10,-25,0,0,-4,-10,-25,0.729999999999997,Sweden,1,77,25.67,60,60,Organised,78,74,70,60,70,70,70,Organised,37,40,Organised,84,83,50,37,37,41,56,Free Form
2010-10-12,Paraguay,New Zealand,1,Friendly,Paraguay,2,75,27.5,13,15,15,-5,-30,-30,-5,0,-25,-35,1.53,New Zealand,0,62,25.97,70,70,Organised,60,58,70,70,70,70,70,Organised,65,40,Organised,75,73,45,35,40,65,70,Organised
2010-10-12,Spain,Scotland,1,UEFA Euro qualification,Spain,3,85,25.17,10,10,10,-5,-40,-25,20,-5,-25,-5,-1.43,Scotland,2,75,26.6,70,70,Organised,73,72,70,65,70,50,70,Organised,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-11-17,Brazil,Argentina,0,Friendly,Brazil,0,84,26.1,1,0,4,0,0,0,0,0,5,40,-0.2299999999999969,Argentina,1,83,26.33,70,30,Free Form,83,78,30,30,60,70,70,Free Form,70,30,Free Form,83,82,35,70,60,70,70,Free Form
2010-11-17,Greece,Austria,1,Friendly,Greece,2,76,26.63,3,5,4,-25,-10,5,-35,-35,-40,-25,2.66,Austria,1,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,45,60,Organised,76,74,30,30,70,30,30,Organised
2010-11-17,Greece,Austria,1,Friendly,Greece,2,76,26.63,3,5,4,-25,-10,5,-35,-35,-40,-25,2.66,Austria,1,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,45,60,Organised,83,82,35,70,60,70,70,Free Form
2010-11-17,Greece,Austria,1,Friendly,Greece,2,76,26.63,3,5,4,-25,-10,5,-35,-35,-40,-25,2.66,Austria,1,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,70,30,Free Form,76,74,30,30,70,30,30,Organised
2010-11-17,Greece,Austria,1,Friendly,Greece,2,76,26.63,3,5,4,-25,-10,5,-35,-35,-40,-25,2.66,Austria,1,73,23.97,70,70,Organised,71,70,70,55,65,65,65,Organised,70,30,Free Form,83,82,35,70,60,70,70,Free Form
2010-11-17,Czech Republic,Denmark,0,Friendly,Czech Republic,0,78,27.73,3,1,0,0,20,15,-5,20,20,20,0.73,Denmark,0,75,27.0,50,50,Organised,72,74,50,50,50,50,50,Organised,50,70,Organised,73,74,70,70,65,45,70,Organised
2010-11-17,England,France,0,Friendly,England,1,83,26.93,0,-1,0,0,30,20,-15,40,10,10,0.7599999999999979,France,2,83,26.17,70,40,Organised,82,82,60,55,50,70,30,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2010-11-17,Ireland,Norway,0,Friendly,Ireland,1,75,26.83,0,-3,1,0,0,0,20,0,0,0,-0.5,Norway,2,75,27.33,70,70,Organised,75,72,70,70,70,50,70,Organised,70,70,Organised,72,73,70,70,70,70,70,Organised
2010-11-17,Italy,Romania,0,Friendly,Italy,1,83,27.17,8,12,6,-3,-35,-10,-10,-30,-20,0,-0.0599999999999987,Romania,1,75,27.23,70,65,Organised,71,74,50,30,70,65,70,Organised,67,30,Organised,83,80,30,30,60,55,40,Organised
2010-11-17,Netherlands,Turkey,1,Friendly,Netherlands,1,80,26.4,2,4,2,-20,-30,0,0,-4,-10,-20,0.93,Turkey,0,78,25.47,70,65,Organised,77,74,70,55,70,70,70,Organised,50,35,Organised,81,76,60,35,70,70,66,Organised
2010-11-17,Spain,Portugal,0,Friendly,Spain,0,85,25.17,3,6,3,-5,0,-25,0,-5,5,25,-1.93,Portugal,4,82,27.1,70,30,Free Form,77,79,40,35,70,70,70,Free Form,65,30,Free Form,83,82,45,60,45,70,65,Free Form
2010-11-17,Russia,Belgium,0,Friendly,Russia,0,80,26.17,4,6,2,5,-35,10,5,10,-10,20,1.84,Belgium,2,76,24.33,65,70,Organised,73,74,70,45,55,65,60,Organised,70,35,Free Form,79,76,60,65,65,70,70,Free Form
2010-11-17,USA,South Africa,1,Friendly,USA,1,74,25.4,2,2,3,0,-20,-15,-35,-30,-20,0,-1.56,South Africa,0,72,26.96,70,70,Organised,70,67,70,70,60,65,70,Organised,70,50,Free Form,72,70,50,70,45,30,40,Free Form
2010-11-17,Germany,Sweden,0,Friendly,Germany,0,82,24.8,5,3,5,10,2,-33,-11,0,-24,-2,-0.870000000000001,Sweden,0,77,25.67,60,60,Organised,78,74,70,60,70,70,70,Organised,70,62,Organised,81,79,46,58,37,59,70,Organised
2010-11-17,Switzerland,Ukraine,0,Friendly,Switzerland,2,76,25.7,0,1,3,-5,-5,-5,2,0,-10,-10,-0.300000000000001,Ukraine,2,76,26.0,55,70,Organised,73,70,70,55,70,65,70,Organised,50,65,Organised,74,73,60,45,65,67,70,Organised
2011-01-14,Australia,Korea Republic,0,AFC Asian Cup,Australia,1,75,27.5,5,4,3,0,10,-5,5,0,10,-15,1.93,Korea Republic,1,70,25.57,70,60,Organised,67,65,60,65,65,65,70,Organised,70,70,Organised,71,68,70,50,60,70,70,Organised
2011-02-08,Ukraine,Romania,0,Cyprus International Tournament,Ukraine,2,76,26.0,1,2,-4,-15,5,0,0,0,20,25,-1.23,Romania,2,75,27.23,70,65,Organised,71,74,50,30,70,65,70,Organised,55,70,Organised,73,70,70,55,70,65,70,Organised
2011-02-09,Argentina,Portugal,1,Friendly,Argentina,2,83,26.33,1,6,-1,0,0,-10,0,0,-10,-5,-0.770000000000003,Portugal,1,82,27.1,70,30,Free Form,77,79,40,35,70,70,70,Free Form,70,30,Free Form,83,78,30,30,60,70,70,Free Form
2011-02-09,Belgium,Finland,0,Friendly,Belgium,1,76,24.33,4,6,4,-5,15,0,15,0,0,0,-3.37,Finland,1,72,27.7,70,55,Organised,67,70,70,45,55,50,60,Organised,65,70,Organised,73,74,70,45,55,65,60,Organised
2011-02-09,Croatia,Czech Republic,1,Friendly,Croatia,4,78,26.37,0,4,-1,20,-20,-35,25,-15,-15,-25,-1.36,Czech Republic,2,78,27.73,50,70,Organised,73,74,70,70,65,45,70,Organised,70,50,Organised,77,73,55,45,30,70,55,Free Form
2011-02-09,England,Denmark,1,Friendly,England,2,83,26.93,8,9,8,20,20,20,5,20,20,15,-0.0700000000000003,Denmark,1,75,27.0,50,50,Organised,72,74,50,50,50,50,50,Organised,70,70,Organised,81,82,70,65,70,55,70,Organised
2011-02-09,Brazil,France,0,Friendly,Brazil,0,84,26.1,1,1,0,0,-10,10,0,40,-25,15,-0.0700000000000003,France,1,83,26.17,70,40,Organised,82,82,60,55,50,70,30,Organised,45,60,Organised,76,74,30,30,70,30,30,Organised
2011-02-09,Brazil,France,0,Friendly,Brazil,0,84,26.1,1,1,0,0,-10,10,0,40,-25,15,-0.0700000000000003,France,1,83,26.17,70,40,Organised,82,82,60,55,50,70,30,Organised,45,60,Organised,83,82,35,70,60,70,70,Free Form
2011-02-09,Brazil,France,0,Friendly,Brazil,0,84,26.1,1,1,0,0,-10,10,0,40,-25,15,-0.0700000000000003,France,1,83,26.17,70,40,Organised,82,82,60,55,50,70,30,Organised,70,30,Free Form,76,74,30,30,70,30,30,Organised
